,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
21,21,7.0,0.95,"features, tesla, safety, safer, time, make, would, new, introduces, parts",autopilot autopilot advanced safety and convenience features are designed to assist you with the most burdensome parts of driving autopilot introduces new features and improves existing functionality to make your tesla safer and more capable over time 
22,22,3.0,0.9667,"tesla, using, trip, full, self, stayed, released, speed, data, true",we took a nice road trip over the weekend to st michaels md during the trip the majority of the driving was done while using autopilot we wore our seatbelts i stayed in the drivers seat drove within the posted speed limits stayed alert and it performed amazingly 
23,23,6.0,0.9526,"using, read, self, owner, full, capability, manual, please, instructions, information",$tsla using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is your responsibility to stay alert ke 
24,24,5.0,0.94,"every, one, million, registered, fsd, driven, problem, accident, miles, tesla", there is a problem with this driving autopilot does not work when there is no person in the driver's seat it's a difficult problem but the development of fsd should continue fsd can save many people 
25,25,2.0,0.95,"people, think, self, right, full, human, conference, electronics, fair, kinda", well kinda seems fair its called autopilot so most people think it is self driving it crashes with autopilot so most people will think autopilot is not safe see how how that clever narrative thing works now 
26,26,8.0,0.9357,"using, self, full, tsla, instructions, manual, responsibility, capability, safety, information",via qtrresearch how many people immediately sue for their full self driving deposits if the nhtsa recalls autopilot $tsla $tsla
27,27,7.0,0.9357,"features, tesla, safety, safer, time, make, would, new, introduces, parts",if they weren't using autopilot but the car was driving itself maybe they were fsd beta testers would be quite the story for someone to break if true $tslaq
28,28,8.0,0.7,"using, self, full, tsla, instructions, manual, responsibility, capability, safety, information",autopilot' 'full self driving' 
29,29,4.0,0.9679,"tesla, self, seat, every, accident, drivers, engaged, full, safety, non", autopilot isn't self driving or self flying it takes some basic controls but still needs a pilot/driver to be supervising and engaged they must have buckled the seat belt with weights in the seat started the car driving and then changed seat new tesla also have interior camera
30,30,3.0,0.9654,"tesla, using, trip, full, self, stayed, released, speed, data, true",some people think videos like this are not really while autopilot was on if that were true you wouldnt expect to see much differences in the data uploaded to tesla yesterday vs any other day of driving oh hi massive data upload to tesla wonder what it could be 
31,31,3.0,0.8714,"tesla, using, trip, full, self, stayed, released, speed, data, true", autopilot is a level 2 autonomous driving full self driving could be level 4 or 5
32,32,4.0,0.9625,"tesla, self, seat, every, accident, drivers, engaged, full, safety, non"," gary so long as tesla has this ""autopilot"" on all their cars every accident will send tesla's stocks in a ""tailspin"" too better not have this feature and let us enjoy driving also don't take jobs away from our taxi drivers they have family to feed "
33,33,4.0,0.9,"tesla, self, seat, every, accident, drivers, engaged, full, safety, non", known fact 10x safer than human driving and still in beta tesla autopilot teslacrash
34,34,5.0,0.9625,"every, one, million, registered, fsd, driven, problem, accident, miles, tesla", 1 zitat in the 1st quarter we registered one accident for every 4 19 million miles driven in which drivers had autopilot engaged for those driving without autopilot but with our active safety features we registered one accident for every 2 05 million miles driven 
35,35,1.0,0.9526,"long, enjoyable, drive, often, navigation, good, agreed, systems, better, drives", agreed and i hope so i definitely drive less agressively on autopilot setting lower top speeds than i'd be tempted to drive manually and the majority of my driving miles are on autopilot these days it's a good trend 
36,36,0.0,0.94,"safer, think, driver, using, safety, tesla, capability, full, self, use", i don't think tesla has said it's ok to not have a driver in the driver's seat also they claim autopilot is safer than standard driving based on miles traveled 
37,37,4.0,0.955,"tesla, self, seat, every, accident, drivers, engaged, full, safety, non", does tesla non-autopilot include city driving just asking because if tesla autopilot is mostly highway driving and non-autopilot includes all city driving that would kind of distort numbers i'm a tesla owner and honestly curious 
38,38,0.0,0.9625,"safer, think, driver, using, safety, tesla, capability, full, self, use",autopilot will be a vast improvement for a lot of people's driving but i think i'll keep the wheel won't be in the backseat siri won't even play the right podcast i ask for elon musk lacks the human soul to pretend to care about human safety 
39,39,6.0,0.9308,"using, read, self, owner, full, capability, manual, please, instructions, information"," having an account dedicated to ""self driving cars lie"" shows you have no clue about technology and stats autopilot is already 9x safer than a human "
40,40,0.0,0.9625,"safer, think, driver, using, safety, tesla, capability, full, self, use", in my opinion it is wrong of tesla to release their safety statistics that leads most people to think that autopilot is 10x safer than everything else on the road it is comparing a total pool of vehicles all of the time with a modern safe car for a select part of its driving
41,41,6.0,0.9609,"using, read, self, owner, full, capability, manual, please, instructions, information",$tsla good luck bears all bulls hold the line and allow no cheap entry for those late to the game using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions 
42,42,6.0,0.94,"using, read, self, owner, full, capability, manual, please, instructions, information", using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is your responsibilit 
43,43,6.0,0.9471,"using, read, self, owner, full, capability, manual, please, instructions, information", using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is your responsibility to stay alert 
44,44,9.0,0.9571,"using, manual, bears, tsla, please, instructions, capability, self, read, full",$tsla wow no bears now bears where is your argument now dont you hate smart bulls using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safe 
45,45,6.0,0.639,"using, read, self, owner, full, capability, manual, please, instructions, information",$tsla any bear post copy and past and comment with this using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using au 
46,46,6.0,0.9437,"using, read, self, owner, full, capability, manual, please, instructions, information", using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is your responsibility to stay 
47,47,6.0,0.9591,"using, read, self, owner, full, capability, manual, please, instructions, information",$tsla some people cant read bulls copy and paste using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autop 
48,48,6.0,0.94,"using, read, self, owner, full, capability, manual, please, instructions, information", using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is your responsibility to 
49,49,6.0,0.6102,"using, read, self, owner, full, capability, manual, please, instructions, information",$tsla bears have no argument human fault using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is 
50,50,6.0,0.9,"using, read, self, owner, full, capability, manual, please, instructions, information",autopilot is like the amazon prime of driving you dont know how addicting it can be after the first ride 
51,51,2.0,0.9308,"people, think, self, right, full, human, conference, electronics, fair, kinda", autopilot is free but it is essentially just cruise control and lane assist full self driving costs $10k and may only be purchased right now but not actually used because it's still in development 
52,52,0.0,0.9357,"safer, think, driver, using, safety, tesla, capability, full, self, use", autopilot and full self-driving capability are intended for use with a fully attentive driver who has their hands on the wheel and is prepared to take over at any moment 
53,53,4.0,0.9526,"tesla, self, seat, every, accident, drivers, engaged, full, safety, non",i am hearing the driver got in the back seat and just let the car go condolences to the family but if true that is just foolishness autopilot is not full self driving anyways buying opportunity on monday 
54,54,6.0,0.9591,"using, read, self, owner, full, capability, manual, please, instructions, information"," wait this 1 is better ""nhta is sending a special crash investigation team because a tesla using the companys autopilot partially automated driving system crashed into a state police cruiser with flashing lights along a freeway "" whoops "
55,55,4.0,0.9625,"tesla, self, seat, every, accident, drivers, engaged, full, safety, non",as a fan of tesla i'm disappointed these stats aren't comparable the situations where people drive with autopilot engaged such as highways are already much safer than driving situations overall i wonder what tesla's internal performance comparison really looks like 
56,56,1.0,0.9667,"long, enjoyable, drive, often, navigation, good, agreed, systems, better, drives", autopilot makes long drives so much more enjoyable safer correction ap makes long drives so much more enjoyable because it provides driver with enjoyable opportunity to **trade safety for comfort** the more ap enjoyable is long trip the more it damages driving skill 
