,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
17,17,1.0,0.8714,"highway, free, rated, gm, self, tesla, said, fuel, also, future",gm super cruise rated above tesla autopilot in self driving tech showdown 
18,18,4.0,0.9625,"would, added, could, divided, works, voyeur, clean, gm, camera, driver", any thoughts on making my dream come true helping me out w/enhanced autopilot or fsd it made my model3 too expensive when added to my order 15+ yr clean driving record no tickets no accidents 100% responsible would mean the world to me if you could 
19,19,7.0,0.925,"self, full, tesla, ap, consumer, autoblog, notes, testing, assisted, owners","gms super cruise system topped consumer reports testing of assisted driving technology leaving teslas autopilot ""a distant second "" "
20,20,1.0,0.8875,"highway, free, rated, gm, self, tesla, said, fuel, also, future", i dont know or if 8k is worth it for you imo autopilot is great and driving manually is fun
21,21,7.0,0.9182,"self, full, tesla, ap, consumer, autoblog, notes, testing, assisted, owners",tesla autopilot safety shows improvement as full self driving fail videos rise | autoblog 
22,22,1.0,0.9526,"highway, free, rated, gm, self, tesla, said, fuel, also, future", super cruise is hands free on the freeway id trade it for highway driving almost any day also free for 3 years then $25 a month elon himself has said everyone will have some sort of autopilot / fsd in the future 
23,23,7.0,0.91,"self, full, tesla, ap, consumer, autoblog, notes, testing, assisted, owners",tesla autopilot safety shows improvement as full self driving fail videos rise 
24,24,3.0,0.9591,"self, driver, highways, road, free, attention, systems, works, tesla, true"," to quote cnbs ""gms super cruise allows hands-free driving on more than 200 000 miles of pre-mapped highways in the u s and canada while other systems such as autopilot offer greater capabilities but require drivers to check-in by touching the steering wheel"
25,25,5.0,0.9609,"check, want, highways, red, showing, today, inch, infotainment, stop, hot",wondering what kind of view of the outside world you have when driving a tesla model y please check the post also want to get a virtual demonstration of how the current autopilot system works on canadian highways check byteofwhy autopilot teslafsd 
26,26,2.0,0.9571,"scored, show, statistics, almost, tesla, without, new, safe, claim, gm",consumer reports 2020 ranking of active driving assistance systems $gm super cruise on cadillac ct6 scored 69/100 points last year's top performer $tsla autopilot on model y scored 57/100 $f co-pilot 360 system scored 52/1 
27,27,4.0,0.9654,"would, added, could, divided, works, voyeur, clean, gm, camera, driver","because super cruise can be used only on pre-mapped divided highways"" gm gets a *higher* rating than give me a frickin break autopilot works on every all roads and doesn't spy on the driver with a voyeur camera wait 'til those bj-while-driving-pics show up on the web "
28,28,0.0,0.9591,"tesla, active, consumer, reports, gm, tsla, self, one, registered, every",huh so gm's supercruise beat tesla's autopilot in a hands-free driving test so i guess the last relevant thing for reactionary nerds to consider buying a tesla is kinda dead in the water good 
29,29,8.0,0.9471,"active, ratings, tesla, tests, cr, second, systems, breaking, beats, time",tesla's 'autopilot' may be the most recognizable active driving assistance suite but is it the best our 2020 ratings found that cadillac's 'super cruise' outperformed everyone and that other automakers are closing in on tesla for 2 full ratings 
30,30,3.0,0.9471,"self, driver, highways, road, free, attention, systems, works, tesla, true", this is a joke super cruise is a very advanced lane assist and adaptive speed control device and it relies on precomputed lidar maps sure its good at what it does but its not true self driving autopilot works on any* road not just highways with minimal intersections 
31,31,2.0,0.9182,"scored, show, statistics, almost, tesla, without, new, safe, claim, gm",new tesla autopilot statistics show its almost as safe driving with it as without forbes av autoindustry 
32,32,2.0,0.8875,"scored, show, statistics, almost, tesla, without, new, safe, claim, gm",new tesla autopilot statistics show its almost as safe driving with it as without 
33,33,3.0,0.9591,"self, driver, highways, road, free, attention, systems, works, tesla, true","the name ""super cruise"" conveys the idea that gm's driver-assist offering is an enhanced cruise control along with the camera-based driver attention system ""super cruise"" is far less likely to spur complacency meanwhile tesla's ""autopilot"" and ""full self driving"" "
34,34,7.0,0.9308,"self, full, tesla, ap, consumer, autoblog, notes, testing, assisted, owners",tesla owners share first glimpse of full self-driving beta in action release notes autopilot settings 
