,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
23,23,5.0,0.9667,"model, interior, great, long, order, visuals, performance, comfortable, engineers, amount", just put in my order thanks for a model y thank you your model y order is confirmed your model y long range all-wheel drive pearl white paint 19 gemini wheels all black premium interior five seat interior autopilot full self-driving
24,24,0.0,0.91,"tesla, distant, second, self, full, sticker, gm, goes, beta, rated",as tesla full self-driving goes beta autopilot is rated a 'distant second' to gm's super cruise | z 
25,25,0.0,0.9625,"tesla, distant, second, self, full, sticker, gm, goes, beta, rated",the perfect accessory for your tesla window or bumper this colorful autopilot logo sticker for only $3 20 tesla full self driving sticker autopilot sticker colorful tesla sticker elon musk sticker tesla car accessory via 
26,26,5.0,0.9609,"model, interior, great, long, order, visuals, performance, comfortable, engineers, amount",couple of weeks back i did a roadtrip with my grandma after 250km 155mi she asked me when i will activate this autopilot ive been taling about autopilot is so good she didnt even realize that he was driving the whole time cant wait to test the beta in eu 
27,27,4.0,0.94,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers",cadillac's super cruise outperforms other driving assistance systems 1 super cruise 2 autopilot 3 co-pilot 360 4 pre sense 5 smart sense / kia drive wise autonomous selfdriving 
28,28,0.0,0.91,"tesla, distant, second, self, full, sticker, gm, goes, beta, rated",as tesla full self-driving goes beta autopilot is rated a distant second to gms super cruise
29,29,7.0,0.8875,"tesla, teslas, gm, capabilities, autonomous, self, wide, cadillacs, areas, range",new tesla autopilot statistics show its almost as safe driving with it as without autonomousmobility 
30,30,0.0,0.91,"tesla, distant, second, self, full, sticker, gm, goes, beta, rated",as tesla full self-driving goes beta autopilot is rated a 'distant second' to gm's super cruise by 
31,31,4.0,0.9526,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers", rarely used any of the fsd features on my first 2 teslas so it was an easy decision not to buy it on my third even at the introductory pricing autopilot is a godsend for relieving highway driving boredom stress 
32,32,9.0,0.9471,"tesla, systems, ramp, currently, driver, drive, car, responsive, distant, beta",for the functionality supporting unresponsive drivers tesla autopilot can drive the car to roadside and safely park the car when it noticed the driver has not been paying attention to the driving situation [3]
33,33,6.0,0.9357,"tesla, reports, full, gm, self, round, systems, consumer, active, best",in consumer reports' 2020 ratings for automobile driving assistance systems tesla autopilot got the best scores for capability performance 9/10 easy of use 7/10 [1] 
34,34,1.0,0.955,"self, tesla, study, cadillac, easy, safely, use, experts, iso, register",cadillac super cruise the best active driving assist system consumer reports study says by sam mceachern the second time in a row that cadillac super cruise has beaten tesla autopilot in the study automation selfdrivingcars via 
35,35,4.0,0.9182,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers",consumer reports finds cadillac's super cruise outperforms other active driving assistance systems tesla autopilot a distant second 
36,36,3.0,0.9182,"self, tesla, gm, full, better, goes, distant, beta, rated, multi",if tesla is so good at autopilot and full self driving why have they logged just 12 self-driving miles with californias governing body 
37,37,6.0,0.91,"tesla, reports, full, gm, self, round, systems, consumer, active, best",tesla autopilot safety shows improvement as full self driving fail videos rise 
38,38,4.0,0.94,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers",cadillac's super cruise outperforms other driving assistance systems other automakers close in on tesla's autopilot now a distant second clear when safe to use tesla 2/10 $tsla $tslaq 
39,39,4.0,0.9357,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers",cadillac's super cruise outperforms other driving assistance systems other automakers close in on tesla's autopilot now a distant second keeping the driver engaged tesla 3/10 $tsla $tslaq 
40,40,4.0,0.91,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers",cadillac's super cruise outperforms other driving assistance systems other automakers close in on tesla's autopilot now a distant second tesla autopilot is not l4 its l2 
41,41,4.0,0.9182,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers",cadillac's super cruise outperforms other driving assistance systems other automakers close in on tesla's autopilot now a *distant second $tsla $tslaq 
42,42,1.0,0.4882,"self, tesla, study, cadillac, easy, safely, use, experts, iso, register",gm super cruise rated above tesla autopilot in self driving tech showdown 
43,43,2.0,0.9591,"beta, essentially, paying, much, lots, seen, extended, still, line, videos",bottom line is basic autopilot will do most of what you need for any extended driving you're essentially just paying for the promise of fsd even though beta has been released its still very much a beta as we've seen from lots of twitter and youtube videos 
44,44,6.0,0.9182,"tesla, reports, full, gm, self, round, systems, consumer, active, best",tesla autopilot safety shows improvement as full self driving fail videos rise | autoblog 
45,45,9.0,0.964,"tesla, systems, ramp, currently, driver, drive, car, responsive, distant, beta",any tesla vehicle comes with autopilot which includes traffic-aware cruise control and autosteer included full self driving optional like gms super cruise can currently - change lanes automatically on highways - drive on-ramp to off-ramp city driving currently in beta 
46,46,5.0,0.9679,"model, interior, great, long, order, visuals, performance, comfortable, engineers, amount", i love my model 3 performance drives like it's on rails and with an insane amount of power comfortable interior great audio quality software engineers dream with a giant responsive screen that has netflix games driving visuals etc autopilot is great for long journeys 
47,47,3.0,0.9571,"self, tesla, gm, full, better, goes, distant, beta, rated, multi",this ppl mover is driverless it doesnt mean its self driving it has a pre programmed route and it has sensors all the way that make it stop and go autopilot does not rely on anything but computer vision gm super cruise and autopilot are not the same thing 
48,48,4.0,0.94,"tesla, outperforms, systems, cadillac, second, distant, tslaq, tsla, close, automakers", i'm not saying it doesn't help i'm saying comparing only autopilot-on miles to all average driving miles isn't a realistic comparison in many cases it's the human that makes autopilot safe 
49,49,0.0,0.9625,"tesla, distant, second, self, full, sticker, gm, goes, beta, rated",tesla autopilot distant second to gms driver assistance - nonprofit product testing group consumer reports has determined that teslas autopilot driving assistance feature is a distant second to general motors super cruise consumer reports tested a total of 17 vehicles e 
