id,date,tweet,TextBlob_Sentiment,TextBlob_Score,Vader_Sentiment,Vader_Score,Google_Score,Google_Magnitude,Avg_Score
1405628880996769796,2021-06-17 20:50:15+00:00,".@ASEtests will be hosting a free, one-hour webinar for service technicians on Friday, June 18 at 4 PM ET entitled “Servicing Vehicles with ADAS.” #RegisterNow #ASE #VSP #ADAS #technicians #autoindustry #autoshop #autorepair
https://t.co/qfE3AoKy4J",positive,0.4,positive,0.6597,0.0,0.0,0.3532333333333333
1405601272955346950,2021-06-17 19:00:32+00:00,"Hexagon | NovAtel Introduces GNSS Positioning Module for ADAS Applications
Read More: https://t.co/3os2hyqNZU

@novatelinc #module #positioningmodule #GNSSpositioningmodule #GNSSpositioning #GNSS #positioning #ADAS https://t.co/G8wOL0lRYd",positive,0.5,neutral,0.0,0.10000000149011612,0.10000000149011612,0.20000000049670538
1405559687366459398,2021-06-17 16:15:18+00:00,"AI developer AutoBrains developed an unsupervised AI system for the #Automotive industry, which promises faster #ADAS and #Autonomous #Vehicle development. 

Read: https://t.co/bQTW9JjR8r #avtexpo #AutonomousVehicles #ArtificialIntelligence #DeepLearning #RealTime #selfDrivingCar https://t.co/cEkfRdVbxs",positive,0.25,positive,0.3818,-0.20000000298023224,0.4000000059604645,0.14393333233992256
1405555110860689414,2021-06-17 15:57:07+00:00,Do you trust the warnings from #ADAS devices? Has your fleet refined trucking operations with #telematics data? And will Canada's certified #ELDs be more secure? Share your thoughts about #trucking technology in our latest reader #survey. https://t.co/YTzHU5ElgS https://t.co/Zl0HlZCZjS,positive,0.4666666666666666,positive,0.779,0.0,0.20000000298023224,0.4152222222222222
1405545016492138504,2021-06-17 15:17:00+00:00,"We are thrilled to feature in the latest issue of @actuarialpost. Carla McDonald, our Snr Vertical Market Manager, looks at how #ADAS data can work in #insurance to provide drivers with fair and accurate pricing. Her article can be found on page 24 https://t.co/vBpEoE3Frr https://t.co/oE2qVXwv9b",positive,0.55,positive,0.6369,0.30000001192092896,0.800000011920929,0.49563333730697634
1405529497747689473,2021-06-17 14:15:20+00:00,"We're in @CityofNBTX today at the site of our future state-of-the-art manufacturing facility. It will serve as a long-term investment in the future of mobility and safety of drivers everywhere. 
#adas #autonomousdriving https://t.co/nuDAystQHg",neutral,0.0,positive,0.4215,0.4000000059604645,1.2999999523162842,0.2738333353201548
1405510663884226565,2021-06-17 13:00:30+00:00,"Good news! The @Reuters ""Driving Evolution on ADAS"" panel is now available on demand. Check it out &gt;&gt; https://t.co/hQkuCFWomU

#mobility #automotive #safety #technology #mmwave #radar #ADAS #autonomy #imaging #sensor",positive,0.6375,positive,0.6696,0.4000000059604645,1.2999999523162842,0.5690333353201548
1405506805397176321,2021-06-17 12:45:10+00:00,"This sweet dog awaits his new owner! Adopt him and give him a loving home today.
HID: D_17058
To see the full list of adoption pets, kindly visit: https://t.co/o5pX5eXvAu
#ADAS #AdoptDontShop #AbuDhabi #AnimalShelter #Salukimix #ADASPets https://t.co/8g3JQfukpA",positive,0.41409090909090907,positive,0.8999,0.5,1.7000000476837158,0.6046636363636364
1405492193712877573,2021-06-17 11:47:06+00:00,"Thank you, Pelagia Limon for giving a loving home to a cat in need! We wish you lots of lasting joyful memories together.
#ADAS #SuccessfulAdoptionStories #AdoptDontShop #AbuDhabi #AnimalShelter #ADASpets #hillspetuae @HillsPet https://t.co/rldMaFwNyW",positive,0.375,positive,0.9402,0.699999988079071,2.200000047683716,0.6717333293596903
1405486576877117440,2021-06-17 11:24:47+00:00,"#FactoryAEB - The reveal. 
Learn more: https://t.co/2YqktZYW5l

#MoshonData #ProductionTesting #QualityAssuranceEngineer #AEB #MDHani #ADAS   #QualityControl #AutonomousDriving #AutonomousVehicle #AutonomousCars #AutomotiveIndustry #SmartCities #CarManufacturers #Manufacturers https://t.co/MNWqxUQKbw",positive,0.5,neutral,0.0,0.0,0.10000000149011612,0.16666666666666666
1405480782743883779,2021-06-17 11:01:45+00:00,"SFA 350A IP platform delivers faster time-to-market for ADAS ASICs https://t.co/QTt4XEryw2 

via @Sondrel_IC @EPDTnews 

#electronics #design #technology #engineering #integratedcircuits #semiconductors #IP #ASICs #ADAS #AVs #autonomousvehicles #ISO26262 #functionalsafety https://t.co/7hfQtwhj7N",neutral,0.0,neutral,0.0,0.6000000238418579,0.6000000238418579,0.20000000794728598
1405470011846766592,2021-06-17 10:18:57+00:00,"@paulpingles @ShareScope @seeingmachines @TechCrunch @ruth_proactive @Sharecastcom #SEE 9.65p #AI #ADAS #BigData #ML #EV #AV 

@seeingmachines announce that its #DMS #software is now available across five additional vehicle models from world-leading #automotive manufacturers. $SEE
https://t.co/xsF7UHbO9r $GM #Cadillac #Chevrolet #MercedesBenz https://t.co/u8SxA8eNTF",positive,0.4,neutral,0.0,0.0,0.0,0.13333333333333333
1405462992200814597,2021-06-17 09:51:04+00:00,Evaluation Kit for 1000BASE-RHC Automotive Bridge - @EDA_CAFE have reported about our extensive evaluation kit EVK9351AUT for a quick and easy project launch of optical gigabit connectivity in vehicles #automotive #fiberoptics #ADAS #AutonomousDriving  https://t.co/aPEpbXtRja https://t.co/eq0YAKDxov,positive,0.25555555555555554,positive,0.4404,0.20000000298023224,0.20000000298023224,0.2986518528452626
1405392300583362560,2021-06-17 05:10:10+00:00,#Throwbackthursday to the time #Bosch featured #SeeingMachines #FOVIO driver monitoring #technology at #CES2018. #ADAS #automotive #roadsafety #innovation #DriverMonitoringSystem https://t.co/B62qSGnBC5,neutral,0.0,positive,0.3818,0.0,0.20000000298023224,0.12726666666666667
1405313384338190339,2021-06-16 23:56:34+00:00,"Learn about #VelodyneLidar's next-gen solid state Velabit #lidar sensor: https://t.co/jilguXncnn

Learn about our #software solution Vella: https://t.co/uJqR9vNwLZ

#ADAS $VLDR https://t.co/SgF967UoG5",neutral,0.0,positive,0.4404,-0.10000000149011612,0.10000000149011612,0.1134666661699613
1405313377316982785,2021-06-16 23:56:33+00:00,"Our Vella #software translates the next-gen #Velabit #lidar sensor's high-quality point cloud data into valuable perception outputs that support functionalities such as Blind-Spot Monitoring, Parking Assist, Automatic Emergency Braking &amp; more.

#VelodyneLidar #ADAS $VLDR https://t.co/URdvnI2Ae8",positive,0.25,positive,0.4939,0.4000000059604645,0.800000011920929,0.3813000019868215
1405244787624579072,2021-06-16 19:24:00+00:00,"A group of #engineers from @UTAustin and @UVA developed a first-of-its-kind light detecting, pixel-sized device, ideal for #LiDAR receivers used in #ADAS applications, #robotics and more. https://t.co/E64JPdzd0x",positive,0.475,positive,0.5267,0.800000011920929,0.800000011920929,0.6005666706403097
1405236262252974080,2021-06-16 18:50:07+00:00,"Email resumes to laxman.k@speridian.com
Role: Sr Machine Learning Engineer - ADAS 
 Rate: 85/hr
Location: Sunnyvale, CA (Remote till Covid) 
Mandatory Skills: #MachineLearning and #ADAS #hiring #opentowork #sharejobs #contract #w2only #w2requirement #w2jobs",negative,-0.1,positive,0.0772,0.0,0.0,-0.0076
1405210356448956422,2021-06-16 17:07:11+00:00,"LiDAR client news: Ibeo partners with AAC to strengthen its global technology leadership #LIDAR #ADAS 
https://t.co/OMrkIaKgSk https://t.co/vAx81mba7J",neutral,0.0,positive,0.3182,0.10000000149011612,0.10000000149011612,0.13940000049670537
1405185930055593984,2021-06-16 15:30:07+00:00,"#PCIe specification safety features include chip-to-chip communication, compute scalability and #ADAS domain controllers. Watch the live #PCISIGwebinar to learn about component-level safety mechanism to ensure automotive functional safety &gt; https://t.co/N5l2fE5WbH https://t.co/JLjWfXpkBM",positive,0.13636363636363635,positive,0.875,0.0,0.0,0.3371212121212121
1405184653770858500,2021-06-16 15:25:03+00:00,"An example of automotive functional safety is #ADAS Lane Departure Warning, which is supported by #PCIe technology. Join the #PCISIGwebinar to learn about PCIe technology system-level safety mechanisms &gt;  https://t.co/N5l2fE5WbH https://t.co/rvgfYNIoPg",neutral,0.0,positive,0.7717,0.0,0.10000000149011612,0.25723333333333337
1405125577938509828,2021-06-16 11:30:18+00:00,"This cute little kitty is seeking his forever home. Adopt him and give him the love he deserves!
HID: C_53432
To see the full list of adoption pets, kindly visit: https://t.co/o5pX5eXvAu
#ADAS #AdoptDontShop #AbuDhabi #Domesticmediumhair #AnimalShelter https://t.co/rOg71CwVeG",positive,0.37750000000000006,positive,0.8999,0.6000000238418579,1.899999976158142,0.625800007947286
1405123986590027790,2021-06-16 11:23:59+00:00,"Automotive Window Voltage Monitor with Built-In Self-Test for Advanced Driver Assistance Systems 
https://t.co/K5VSfeouPb 
#automotive #voltagemonitor #adas",positive,0.4,positive,0.25,0.0,0.0,0.21666666666666667
1405110486824275969,2021-06-16 10:30:20+00:00,"Automotive Cyber Security is a new and improved technology in the automotive industry based on integrating the Internet of Things for car security. https://t.co/T2sJ2LPTBY
#PassengerCar #CommercialVehicle #ElectricalVehicle #ADAS #SafetySystem #Infotainment #BodyElectronics https://t.co/mqhD4lZci4",positive,0.13636363636363635,positive,0.7845,0.30000001192092896,0.699999988079071,0.4069545494281884
1405102968836349958,2021-06-16 10:00:27+00:00,"Automated Lane Keeping Assistance: the next step for ADAS!

Self-driving cars could be allowed on UK motorways by the end of 2021, with ALKS being the first type of hands-free driving to be legalised.

https://t.co/Zr0WtCcOxM

#adas #automatedlanekeepingassistance #development https://t.co/SCwGPPajnw",positive,0.125,neutral,0.0,0.10000000149011612,0.4000000059604645,0.07500000049670537
1405094554185895936,2021-06-16 09:27:01+00:00,"We at SiaSearch have put together a list of the top 15 open datasets for #autonomousdriving. The resources below collectively contain millions of data samples, many of which are already annotated.

Read more: https://t.co/WoY36ZdbD1
#adas #opendata #computervision",positive,0.375,positive,0.2023,-0.10000000149011612,0.699999988079071,0.15909999950329465
1405094156066869252,2021-06-16 09:25:26+00:00,@Controcorrente @AukeHoekstra Brakes are also used for stability purposes and #ADAS. As with combustion engines brakes on one or more wheels may be used without driver even knowing. Also: with full state of charge #onepedaldriving is less likely because no regen is necessary/possible. And: more weight to stop,positive,0.23666666666666666,negative,-0.5267,-0.10000000149011612,1.399999976158142,-0.13001111160781645
1405087702056259585,2021-06-16 08:59:48+00:00,"Here comes the road test video of Neuvition LiDAR! We believe highly-dense #lidar #pointcloud will better secure a driving journey on the road!
https://t.co/RIM9GGPLVh
https://t.co/vTBheppf8i
#automotive #ADAS #selfdriving #carlidar #vehiclelidar #sensors #automateddriving",positive,0.5,positive,0.7081,0.30000001192092896,0.8999999761581421,0.502700003973643
1405084889943220230,2021-06-16 08:48:37+00:00,"@maximintegrated  Essential #AutomotiveWindow #VoltageMonitor with Self-Test for #ADAS 
#electronics #technologynews #electronicsmagazine 
https://t.co/tuEdTCVUf4",neutral,0.0,neutral,0.0,0.20000000298023224,0.20000000298023224,0.06666666766007741
1405072843449192454,2021-06-16 08:00:45+00:00,"We support new pet owners on their journey after adopting from ADAS with a free starter food pack enough for one week!
#ADAS #SuccessfulAdoptionStories #AdoptDontShop #AbuDhabi #AnimalShelter #ADASpets #hillspetuae @HillsPet https://t.co/I067OfuI15",positive,0.1787878787878788,positive,0.7424,0.6000000238418579,1.2000000476837158,0.5070626342099122
1405057849919672321,2021-06-16 07:01:10+00:00,"Join the next PTV Drive-in webinar for #auto industry! It'll focus on @SimCert - Rating Environment Simulation Solutions. First insight into this project - useful for all involved in #ADAS/AV.  👉 https://t.co/LXBw781j0B  

#VehicleTesting #Automotive",positive,0.18333333333333335,positive,0.7263,0.30000001192092896,1.399999976158142,0.4032111150847541
1405032058661924866,2021-06-16 05:18:41+00:00,"MAX16137 #Automotive Window #VoltageMonitor with BIST from @maximintegrated helps to achieve  #Automotive #FunctionalSafety while reducing size by 50 %
#ADAS  #AutonomousDriving

https://t.co/JzD3Emd3ir",neutral,0.0,positive,0.3818,0.30000001192092896,0.30000001192092896,0.22726667064030961
1404911374241652737,2021-06-15 21:19:08+00:00,DigitalChamber #Automotive #TC #Transportation #ADAS #AlexWang Scale AI CEO Alex Wang weighs in on software bugs and what will make AV tech good enough https://t.co/R0YcFbZtrN https://t.co/0kJxemUOnu,positive,0.35,positive,0.4404,0.20000000298023224,0.20000000298023224,0.3301333343267441
1404853730437177347,2021-06-15 17:30:04+00:00,"Today's high-tech #windshields need extra care - Titan Auto Glass has the advanced #ADAS calibration equipment to take care of all of your #autoglass needs. Call us today at 877-97-TITAN, or visit our website: https://t.co/WxQNOiJV0q https://t.co/YQ0OPhMaLs",positive,0.2,positive,0.8126,0.0,0.20000000298023224,0.3375333333333333
1404830625601929223,2021-06-15 15:58:16+00:00,"Our technology partner, @RoboticResearch, was featured in @ITS_Int_News. Read the article at https://t.co/kIQ3edAPRN

#autonomous #ADAS #XcelsiorAV #innovation #smartmobility #technology  #sustainability #mobility #sustainabletransit #cleanmobility",positive,0.4,positive,0.3818,0.10000000149011612,0.10000000149011612,0.2939333338300387
1404823890694705158,2021-06-15 15:31:30+00:00,The look of this #driverless #shuttle from @aurrigotech caused comment when it launched in #Cambridge. Those who believe these #autonomousvehicles will work best on carefully controlled routes will be watching progress closely. #urbanmobility #ADAS #EV  https://t.co/CJ1oHhpoUz,positive,0.45,positive,0.8402,0.10000000149011612,0.8999999761581421,0.4634000004967054
1404789490992877572,2021-06-15 13:14:49+00:00,"Want to learn about the next level of simulation-powered ADAS and autonomous driving development?

➡️ Learn how to drastically accelerate #ADAS and autonomous driving development and verification: https://t.co/T8jN4kJXAu 

#Simcenter #AutonomousVehicles",positive,0.26666666666666666,positive,0.0772,0.0,0.30000001192092896,0.11462222222222222
1404785773380055041,2021-06-15 13:00:02+00:00,"Our Ground Traffic Control software manages complex proving ground test scenarios involving ADAS targets, and both human &amp; robot-controlled vehicles. It has been designed to help customer’s meet current &amp; future testing requirements. Learn more: https://t.co/C9BJGK7kcI
#ADAS https://t.co/So5aRB2HRY",positive,0.04,positive,0.4019,0.20000000298023224,0.699999988079071,0.2139666676600774
1404776151256485893,2021-06-15 12:21:48+00:00,#Autonomous #driving is gradually becoming an industry target in the #automotive space seeking to eliminate road accidents' risk as a high priority. This white paper explores using #NashEquilibrium to improve #ADAS systems. Read more: https://t.co/srYwhGtkQ1,positive,0.302,negative,-0.128,0.10000000149011612,0.4000000059604645,0.09133333383003871
1404770859735302150,2021-06-15 12:00:46+00:00,"Dogs make wonderful, loving pets. Adopt this handsome boy and make him your loyal and lifelong companion.
HID: D_16979
To see the full list of adoption pets, kindly visit: https://t.co/o5pX5eXvAu
#ADAS #AdoptDontShop #AbuDhabi #SalukiMix #AnimalShelter https://t.co/iLIrgRtRre",positive,0.4690476190476191,positive,0.9581,0.6000000238418579,1.899999976158142,0.675715880963159
1404766583918981122,2021-06-15 11:43:47+00:00,AutoBrains announced that its revolutionary unsupervised AI technology is at the center of Continental  's growth strategy in the advanced driver assistance system (#ADAS) and autonomous vehicle (AV) market. #AutoBrains,positive,0.23333333333333336,positive,0.5574,0.10000000149011612,0.4000000059604645,0.2969111116078165
1404763152798081031,2021-06-15 11:30:09+00:00,"US state California allows Cruise to transport passengers in driverless test vehicles

https://t.co/sSfVeydAqq

Learn more: https://t.co/LC3pwUEkuE

#CPUC #California #AutonomousVehicle #ADAS https://t.co/Sedu9d45FR",positive,0.5,neutral,0.0,0.0,0.0,0.16666666666666666
1404719384262811650,2021-06-15 08:36:14+00:00,#Toshiba improves #LiDAR transistor module design to allow silicon photo-multiplier (SiPM) to be reduced in size while increasing sensitivity leading to a more compact system #autonomous #ADAS #safety #transportation https://t.co/L2BsQtImQ6,positive,0.45,positive,0.7579,0.5,0.5,0.5693
1404620020026642435,2021-06-15 02:01:24+00:00,@henrikfisker Nice @Nike shoes! Those are made from recycled ♻️materials. #Fisker #FiskerEV #FiskerOceanEV #Radar #Love #innovation #ADAS #EVs #ESG,positive,0.625,positive,0.8718,0.4000000059604645,1.5,0.6322666686534881
1404616151015985155,2021-06-15 01:46:01+00:00,Right there! #Fisker #Love #EVs #ESG #innovation #ADAS #Radar https://t.co/lapeQBBILK,positive,0.42857142857142855,positive,0.7959,0.699999988079071,1.5,0.6414904722168332
1404606038804819968,2021-06-15 01:05:50+00:00,"Join us at @VivaTech 2021 Korean Mobility-Startup Online Pitching to check out #StradVision's innovative technology!
#VivaTech #Mobility #ADAS #selfdriving #startup https://t.co/YYWngoL2Sh",positive,0.625,positive,0.6588,0.20000000298023224,0.8999999761581421,0.4946000009934108
1404545611802714114,2021-06-14 21:05:43+00:00,Hello World! @acci_gone here - coming soon with a live demo of acciGone #ADAS - #tech for #RoadSafety ...,positive,0.13636363636363635,neutral,0.0,0.4000000059604645,0.800000011920929,0.1787878807747003
1404539139983245313,2021-06-14 20:40:00+00:00,Don't miss this great read on ADAS and sensors in automotive by AspenCore! Save 25% on the eBook or hardcover by using promo code: ACG25 | More info: https://t.co/b6t1Yj9N8V #ADAS #sensors #sensortechnology #automotive #iot https://t.co/ZeX52C0BRJ,positive,0.75,positive,0.8693,0.5,1.0,0.7064333333333334
1404536815420334080,2021-06-14 20:30:46+00:00,"#LiveWebinar 📆 'State-of-the-Art Automotive Test Methods'

Missed #IMS2021 in person? Experience it virtually! Register &amp; enjoy talks by our #TrustedAdvisors:
 • Garth D’Abreu, @ETSLindgren #Automotive Sols Dir
 • June 21
 • 12p EDT
 • https://t.co/QgU5IyVbkv

#antenna #ADAS https://t.co/WHpIyGkqzo",positive,0.4,positive,0.3164,0.10000000149011612,0.8999999761581421,0.27213333383003874
1404531134818488324,2021-06-14 20:08:12+00:00,"DigitalChamber #Column #Opinion #TC #Transportation #ADAS For vehicle safety, the future is now https://t.co/xzKvgkxSaX https://t.co/xutqoLUAEI",neutral,0.0,positive,0.4215,0.20000000298023224,0.20000000298023224,0.2071666676600774
1404530971337138178,2021-06-14 20:07:33+00:00,"For vehicle safety, the future is now https://t.co/PhtyGfbjfL #autonomousvehicles #driverlessvehicles #self-drivingcar #Transportation #ADAS",neutral,0.0,positive,0.4215,0.10000000149011612,0.10000000149011612,0.1738333338300387
1404527838833778689,2021-06-14 19:55:06+00:00,DigitalChamber #ArtificialIntelligence #TC #Transportation #ADAS Waabi’s Raquel Urtasun explains why it was the right time to launch an AV technology startup https://t.co/c7N8rqbtkb https://t.co/YErH35Qmnf,positive,0.2857142857142857,neutral,0.0,0.10000000149011612,0.10000000149011612,0.12857142906813393
1404522839030460418,2021-06-14 19:35:14+00:00,"New study finds that users of ADAS systems drive almost 5000 more miles per year, with significant implications for infrastructure and energy use.
#Adas #automotive #autonomousvehicles #AutomatedDriving 
https://t.co/TrSpxJN7c5",positive,0.3371212121212121,positive,0.4404,0.10000000149011612,0.30000001192092896,0.29250707120377606
1404517343154348033,2021-06-14 19:13:23+00:00,"As Auto Glass Week 2021 was winding down in Orlando, several industry committees met to tackle ADAS and other key topics: https://t.co/cWfZV2v61s 
#AutoGlassWeek #autoglass #ADAS https://t.co/OCfav6i3RG",negative,-0.07013888888888889,neutral,0.0,0.0,0.0,-0.02337962962962963
1404506346519777280,2021-06-14 18:29:42+00:00,Lidar Pioneer Velodyne Unveils its Next-Generation Velabit Sensor with Higher Performance - https://t.co/ldM0RB3ak3 #Velodyne #LiDAR $VLDR #ADAS #AutonomousVehicles via @FutureCar_Media https://t.co/VFmNeGytj0,positive,0.25,neutral,0.0,0.0,0.0,0.08333333333333333
1404472528496738309,2021-06-14 16:15:19+00:00,"ADAS systems have pushed the collision industry to use more tools and learn to perform diagnostics on vehicle electronics. https://t.co/JlSIkfTpMI

#collision #adas #vehiclediagnostics #vehicletechnology #vehicleelectronics #autobodyrepair #collisionrepair #automotive",positive,0.5,negative,-0.6124,0.20000000298023224,0.699999988079071,0.02920000099341073
1404453763268722700,2021-06-14 15:00:45+00:00,"Watch a #TechDemo on #MachineVision solutions. Topics cover: #ADAS environmental awareness, #FaceRecognition apps, #Industrial applications safety, #Versal #MachineLearning inferencing in #EdgeApplications and #SmartCamera+ demo https://t.co/BuObvdYpR6 https://t.co/MLlpbrUh4s",neutral,0.0,positive,0.5423,0.0,0.0,0.18076666666666666
1404443600549777411,2021-06-14 14:20:22+00:00,"@1_Collision joins this panel of industry experts in sharing, identifying and resolving ADAS related challenges and issues on Tuesday, July 15th of the Collision Industry Conference. https://t.co/a5F3Pj2GdU

#CollisionIndustryConference #CollisionRepair #InsuranceRelations #ADAS https://t.co/spP35TqLFf",neutral,0.0,positive,0.4939,0.20000000298023224,0.5,0.23130000099341075
1404432747746271238,2021-06-14 13:37:14+00:00,"Fleets &amp; drivers become more comfortable with #ADAS: read the latest @TransportTopics article in which Julien Plenchette, Vice President, ZF Commercial Vehicle Control Systems, #Americas discusses the key benefits of #ZF ReAX active adaptive #steering: https://t.co/1idnkvR87d",positive,0.2111111111111111,positive,0.8357,0.10000000149011612,0.10000000149011612,0.38227037086707577
1404423738632904705,2021-06-14 13:01:26+00:00,"Vayyar is at Reuters Car of the Future &gt;&gt; https://t.co/f6CQRyeGjf. Join us at the ""Taking Safety to the Next Level"" panel tomorrow at 9:55am EST.

#mobility #automotive #safety #technology #mmwave #radar #ADAS #autonomy #imaging #sensor https://t.co/NRA8YRB1g9",neutral,0.0,positive,0.7783,0.10000000149011612,0.20000000298023224,0.292766667163372
1404419626130358276,2021-06-14 12:45:06+00:00,"This beautiful kitty is seeking her forever home! Adopt her and make her your new best friend today.
HID: C_53384
To see the full list of adoption pets, kindly visit: https://t.co/o5pX5eXvAu
#ADAS #AdoptDontShop #AbuDhabi #Domesticshorthair #AnimalShelter #ADASPets https://t.co/KSvL7pCQVv",positive,0.6172727272727273,positive,0.9441,0.5,1.7000000476837158,0.6871242424242424
1404417272660303873,2021-06-14 12:35:45+00:00,"New #research from @jibranio  In this research, we examined where drivers are really looking when navigating roundabouts. Not everyone looks to see where they are going! https://t.co/WxgGwZMZph
This research was funded by @IrishResearch #AutonomousVehicles  #ADAS",positive,0.19318181818181818,neutral,0.0,-0.10000000149011612,0.6000000238418579,0.031060605563900685
1404374555955765248,2021-06-14 09:46:00+00:00,"👨‍🎓🌾👨‍🌾📌 Very interesting !
Plant breeding vital for sustainable agriculture 
RT: #ADAS study
#plantbreeding #sustainableagriculture  
""By developing crop varieties with higher yields, improved resource use efficiency and reduced environmental impact ...""
https://t.co/yYhIydDhLO https://t.co/t0c5mtKHyW",positive,0.3875,positive,0.8775,0.699999988079071,1.5,0.654999996026357
1404271628733849600,2021-06-14 02:57:01+00:00,"Want to learn why #ADAS sensor data collection is critical to the development of next-generation vehicles? Read to find out https://t.co/SuM6qFkHLL 

#Simcenter#AutonomousVehicles https://t.co/3EIvFaxBdf",neutral,0.0,negative,-0.25,-0.20000000298023224,0.4000000059604645,-0.15000000099341074
1404111869170880518,2021-06-13 16:22:11+00:00,"It's time for more accurate lane-keeping and better ACC. Find out how location technology helps overcome assisted driving challenges: https://t.co/TgWFGrpddO

#ADAS #Automotive #AutomatedDriving https://t.co/ljaRFtJxuC",positive,0.46666666666666673,positive,0.7003,0.10000000149011612,0.30000001192092896,0.4223222227189276
